grade_distributions.A-,code,grade_distributions.NC,grade_distributions.A+,grade_distributions.B,grade_distributions.C+,grade_distributions.D-,grade_distributions.A,grade_distributions.F,grade_distributions.D,grade_distributions.C-,grade_distributions.CR,grade_distributions.B+,grade_distributions.C,grade_distributions.D+,grade_distributions.B-
0,CHINLANG 16,0,5,0,0,0,5,0,0,0,2,0,0,0,0
0,CHINLANG 16M,0,10,0,0,0,14,0,0,0,2,0,0,0,0
0,CHINLANG 17,0,3,0,0,0,5,0,0,0,2,0,0,0,0
0,CHINLANG 17M,0,4,0,0,0,7,0,0,0,0,0,0,0,0
0,CHINLANG 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,CHINLANG 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,CHINLANG 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,CHINLANG 20A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,CHINLANG 20B,0,4,0,0,0,3,0,0,0,0,0,0,0,0
0,CHINLANG 20C,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,CHINLANG 21,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,CHINLANG 21B,0,3,0,0,0,21,1,0,0,2,2,0,0,0
0,CHINLANG 22,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,CHINLANG 22B,0,5,1,0,0,19,0,0,0,6,1,0,0,0
0,CHINLANG 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,CHINLANG 23B,0,3,0,0,0,11,0,0,0,3,1,0,0,0
0,CHINLANG 25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,CHINLANG 27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,CHINLANG 28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,CHINLANG 29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,CHINLANG 31E,0,0,0,0,0,8,0,0,0,5,0,0,0,1
,CHINLANG 33G,,,,,,,,,,,,,,
4,CHINLANG 41,0,0,0,0,0,3,0,0,0,3,1,0,0,0
3,CHINLANG 42,1,0,0,0,0,1,0,0,0,3,0,0,0,0
0,CHINLANG 43,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,CHINLANG 99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,CHINLANG 101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,CHINLANG 101B,0,2,0,0,0,23,0,0,0,2,0,0,0,0
0,CHINLANG 102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,CHINLANG 102B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,CHINLANG 103,0,0,1,0,0,18,0,0,0,2,1,0,0,0
0,CHINLANG 103B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,CHINLANG 105,0,0,0,0,0,5,0,0,0,1,0,0,0,0
0,CHINLANG 121,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,CHINLANG 122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,CHINLANG 123,0,2,0,0,0,6,0,0,0,2,0,0,0,0
0,CHINLANG 131,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,CHINLANG 132,0,0,0,0,0,13,0,0,0,2,0,0,0,0
0,CHINLANG 133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,CHINLANG 199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,CHINLANG 200,0,2,0,0,0,8,0,0,0,1,0,0,0,0
,CHINLANG 205S,,,,,,,,,,,,,,
8,CHINLANG 211,0,0,4,0,0,8,0,0,0,5,2,0,0,0
3,CHINLANG 211B,0,1,0,0,0,7,0,0,0,0,1,0,0,0
0,CHINLANG 212,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,CHINLANG 212B,0,2,0,0,0,4,0,0,0,0,1,0,0,0
4,CHINLANG 213,0,2,0,0,0,4,0,0,0,0,1,0,0,0
2,CHINLANG 213B,0,0,0,0,0,7,0,0,0,0,0,0,0,0
7,CHINLANG 231,0,1,0,0,0,12,0,0,0,1,1,0,0,0
4,CHINLANG 232,0,1,0,0,0,8,0,0,0,1,2,0,0,0
4,CHINLANG 233,0,0,0,0,0,6,0,0,0,1,3,0,0,0
0,CHINLANG 331E,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,CHINLANG 394,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,CHINLANG 395,0,0,0,0,0,0,0,0,0,1,1,0,0,0
,CHINLIT 93,,,,,,,,,,,,,,
0,CHINLIT 125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,CHINLIT 126,0,0,0,0,0,2,0,0,0,1,0,0,0,0
0,CHINLIT 127,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,CHINLIT 130,,,,,,,,,,,,,,
,CHINLIT 132,,,,,,,,,,,,,,
,CHINLIT 135,,,,,,,,,,,,,,
,CHINLIT 155,,,,,,,,,,,,,,
,CHINLIT 165,,,,,,,,,,,,,,
,CHINLIT 166,,,,,,,,,,,,,,
,CHINLIT 174,,,,,,,,,,,,,,
0,CHINLIT 189A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,CHINLIT 189B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,CHINLIT 190,0,0,0,0,0,3,0,0,0,0,1,0,0,0
,CHINLIT 191,,,,,,,,,,,,,,
,CHINLIT 192,,,,,,,,,,,,,,
0,CHINLIT 199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,CHINLIT 200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,CHINLIT 201,,,,,,,,,,,,,,
0,CHINLIT 205,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,CHINLIT 206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,CHINLIT 207,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,CHINLIT 221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,CHINLIT 222,,,,,,,,,,,,,,
0,CHINLIT 223,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,CHINLIT 230,,,,,,,,,,,,,,
,CHINLIT 232,,,,,,,,,,,,,,
,CHINLIT 235,,,,,,,,,,,,,,
,CHINLIT 255,,,,,,,,,,,,,,
,CHINLIT 261,,,,,,,,,,,,,,
,CHINLIT 263,,,,,,,,,,,,,,
,CHINLIT 265,,,,,,,,,,,,,,
,CHINLIT 266,,,,,,,,,,,,,,
,CHINLIT 272,,,,,,,,,,,,,,
0,CHINLIT 273,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,CHINLIT 274,,,,,,,,,,,,,,
,CHINLIT 279,,,,,,,,,,,,,,
,CHINLIT 283,,,,,,,,,,,,,,
,CHINLIT 289,,,,,,,,,,,,,,
,CHINLIT 290,,,,,,,,,,,,,,
,CHINLIT 291,,,,,,,,,,,,,,
,CHINLIT 292,,,,,,,,,,,,,,
0,CHINLIT 299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,CHINLIT 369,,,,,,,,,,,,,,
0,CHINLIT 371,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,CHINLIT 379,,,,,,,,,,,,,,
,CHINLIT 391,,,,,,,,,,,,,,
,CHINLIT 392B,,,,,,,,,,,,,,
0,CHINLIT 399,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,CLASSART 232,,,,,,,,,,,,,,
,CLASSGEN 126B,,,,,,,,,,,,,,
,CLASSGEN 229,,,,,,,,,,,,,,
,CLASSGEN 243,,,,,,,,,,,,,,
,CLASSGEN 359,,,,,,,,,,,,,,
,CLASSICS 1G,,,,,,,,,,,,,,
,CLASSICS 1L,,,,,,,,,,,,,,
,CLASSICS 2G,,,,,,,,,,,,,,
,CLASSICS 2L
,CLASSICS 3G
,CLASSICS 3L
,CLASSICS 4L
,CLASSICS 6G
,CLASSICS 6L
,CLASSICS 7G
,CLASSICS 11G
,CLASSICS 11L
,CLASSICS 12G
,CLASSICS 12L
,CLASSICS 13G
,CLASSICS 13L
,CLASSICS 14
,CLASSICS 16N
,CLASSICS 17N
,CLASSICS 18N
,CLASSICS 21Q
,CLASSICS 24N
,CLASSICS 26N
,CLASSICS 28N
,CLASSICS 31
,CLASSICS 32
,CLASSICS 34
,CLASSICS 35
,CLASSICS 36
,CLASSICS 41
,CLASSICS 42
,CLASSICS 51
,CLASSICS 52
,CLASSICS 54
,CLASSICS 56
,CLASSICS 76
,CLASSICS 81
,CLASSICS 82
,CLASSICS 83
,CLASSICS 84
,CLASSICS 88
,CLASSICS 101G
,CLASSICS 101L
,CLASSICS 102G
,CLASSICS 102L
,CLASSICS 103G
,CLASSICS 103L
,CLASSICS 104A
,CLASSICS 104B
,CLASSICS 105A
,CLASSICS 105B
,CLASSICS 112
,CLASSICS 121
,CLASSICS 123
,CLASSICS 124
,CLASSICS 136
,CLASSICS 137
,CLASSICS 142
,CLASSICS 143
,CLASSICS 145
,CLASSICS 146
,CLASSICS 147
,CLASSICS 148
,CLASSICS 150
,CLASSICS 151
,CLASSICS 153
,CLASSICS 154
,CLASSICS 159
,CLASSICS 161
,CLASSICS 162
,CLASSICS 163
,CLASSICS 168
,CLASSICS 169
,CLASSICS 171
,CLASSICS 172
,CLASSICS 173
,CLASSICS 174
,CLASSICS 175
,CLASSICS 181
,CLASSICS 183
,CLASSICS 184
,CLASSICS 198
,CLASSICS 199
,CLASSICS 201G
,CLASSICS 201L
,CLASSICS 202G
,CLASSICS 202L
,CLASSICS 203G
,CLASSICS 203L
,CLASSICS 204A
,CLASSICS 204B
,CLASSICS 205A
,CLASSICS 205B
,CLASSICS 206A
,CLASSICS 206B
,CLASSICS 213
,CLASSICS 215
,CLASSICS 216
,CLASSICS 237
,CLASSICS 243
,CLASSICS 244
,CLASSICS 246
,CLASSICS 247
,CLASSICS 248
,CLASSICS 298
,CLASSICS 301
,CLASSICS 315
,CLASSICS 318
,CLASSICS 320
,CLASSICS 331
,CLASSICS 335
,CLASSICS 336
,CLASSICS 337
,CLASSICS 352
,CLASSICS 353
,CLASSICS 367,,,,,,,,,,,,,,
,CLASSICS 373,,,,,,,,,,,,,,
,CLASSICS 376,,,,,,,,,,,,,,
,CLASSICS 377,,,,,,,,,,,,,,
,CLASSICS 381,,,,,,,,,,,,,,
,CLASSICS 382,,,,,,,,,,,,,,
,CLASSICS 384A,,,,,,,,,,,,,,
,CLASSICS 384B,,,,,,,,,,,,,,
,CLASSICS 391,,,,,,,,,,,,,,
,CLASSICS 396,,,,,,,,,,,,,,
,CLASSICS 399,,,,,,,,,,,,,,
,CLASSICS 801,,,,,,,,,,,,,,
,CLASSICS 802,,,,,,,,,,,,,,
,CLASSLAT 210,,,,,,,,,,,,,,
,CME 20Q,,,,,,,,,,,,,,
92,CME 100,4,205,147,18,0,193,4,5,6,18,91,30,0,71
5,CME 100A,1,10,15,8,0,18,0,0,0,6,10,4,0,6
107,CME 102,1,170,132,23,0,220,2,4,8,23,106,20,2,48
14,CME 102A,0,6,14,1,0,4,0,1,0,0,12,1,0,6
,CME 103,,,,,,,,,,,,,,
42,CME 104,3,101,63,8,0,107,2,1,3,15,25,10,0,21
1,CME 104A,1,4,6,0,0,5,0,1,0,2,2,0,0,2
60,CME 106,2,80,73,6,1,90,1,8,0,13,49,6,0,37
22,CME 108,1,48,5,1,0,33,2,0,0,6,7,1,0,5
,CME 151,,,,,,,,,,,,,,
,CME 181,,,,,,,,,,,,,,
,CME 184,,,,,,,,,,,,,,
,CME 192,,,,,,,,,,,,,,
,CME 193,,,,,,,,,,,,,,
,CME 194,,,,,,,,,,,,,,
,CME 195,,,,,,,,,,,,,,
,CME 196,,,,,,,,,,,,,,
6,CME 200,0,3,10,2,0,12,0,0,0,2,4,0,0,3
3,CME 204,1,1,8,0,0,2,1,0,0,2,3,0,0,6
4,CME 206,0,3,6,0,0,3,0,0,0,4,0,0,0,0
9,CME 211,1,6,3,0,0,13,1,0,0,1,3,0,0,2
0,CME 212,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,CME 213,0,4,0,0,0,4,0,0,0,1,0,0,0,0
,CME 213B,,,,,,,,,,,,,,
,CME 214,,,,,,,,,,,,,,
0,CME 215A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,CME 215B,,,,,,,,,,,,,,
,CME 239B,,,,,,,,,,,,,,
,CME 242,,,,,,,,,,,,,,
,CME 243,,,,,,,,,,,,,,
,CME 244,,,,,,,,,,,,,,
,CME 245,,,,,,,,,,,,,,
,CME 250,,,,,,,,,,,,,,
0,CME 263,0,0,0,0,0,0,1,0,0,0,1,0,0,0
,CME 279,,,,,,,,,,,,,,
0,CME 291,0,0,0,0,0,0,0,0,0,4,0,0,0,0
,CME 292,,,,,,,,,,,,,,
0,CME 300,0,0,0,0,0,0,0,0,0,10,0,0,0,0
8,CME 302,0,8,4,0,0,17,1,0,0,1,10,0,0,0
5,CME 303,0,0,3,0,0,12,0,0,0,0,5,0,0,0
3,CME 304,0,3,0,0,0,11,0,0,0,1,5,0,0,1
6,CME 305,0,5,0,0,0,12,0,0,0,2,3,0,0,1
3,CME 306,0,2,0,0,0,14,1,0,0,0,1,0,0,0
3,CME 308,0,4,0,0,0,14,3,1,0,3,3,0,0,1
1,CME 309,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,CME 321A,,,,,,,,,,,,,,
,CME 321B,,,,,,,,,,,,,,
0,CME 322,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,CME 323,,,,,,,,,,,,,,
,CME 325,,,,,,,,,,,,,,
,CME 326,,,,,,,,,,,,,,
0,CME 327,0,0,0,0,0,1,0,0,0,1,0,0,0,0
,CME 328,,,,,,,,,,,,,,
,CME 329,,,,,,,,,,,,,,
0,CME 330,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,CME 334,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,CME 335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,CME 336,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,CME 338,0,3,0,0,0,0,0,0,0,0,0,0,0,0
,CME 342,,,,,,,,,,,,,,
,CME 345,,,,,,,,,,,,,,
0,CME 356,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,CME 358,,,,,,,,,,,,,,
0,CME 362,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,CME 364A,0,1,0,0,0,1,0,0,0,0,0,0,0,0
,CME 364B,,,,,,,,,,,,,,
,CME 371,,,,,,,,,,,,,,
,CME 372,,,,,,,,,,,,,,
0,CME 390,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,CME 399,,,,,,,,,,,,,,
0,CME 400,0,0,0,0,0,0,0,0,0,2,0,0,0,0
0,CME 444,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,CME 500,0,0,0,0,0,0,0,0,0,5,0,0,0,0
0,CME 510,0,0,0,0,0,0,0,0,0,2,0,0,0,0
,CME 520,,,,,,,,,,,,,,
0,CME 801,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,CME 802,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,COMM 1A,0,8,32,6,0,37,0,0,1,5,53,4,0,13
71,COMM 1B,1,1,28,3,0,57,2,0,0,11,58,4,0,15
,COMM 86SI,,,,,,,,,,,,,,
,COMM 100S,,,,,,,,,,,,,,
,COMM 102S,,,,,,,,,,,,,,
0,COMM 103S,0,1,0,0,0,1,0,0,0,0,1,0,0,0
17,COMM 104W,0,2,4,0,0,6,0,0,0,1,9,0,0,1
36,COMM 106,0,6,14,1,0,24,1,0,1,0,26,3,1,11
,COMM 106S,,,,,,,,,,,,,,
,COMM 107S,,,,,,,,,,,,,,
0,COMM 108,0,0,0,1,0,2,0,0,0,0,2,0,0,0
,COMM 109S,,,,,,,,,,,,,,
,COMM 113,,,,,,,,,,,,,,
,COMM 115S,,,,,,,,,,,,,,
1,COMM 116,0,2,1,0,0,1,0,0,0,0,0,0,0,0
,COMM 117,,,,,,,,,,,,,,
,COMM 118S,,,,,,,,,,,,,,
,COMM 120W,,,,,,,,,,,,,,
,COMM 121S,,,,,,,,,,,,,,
1,COMM 122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,COMM 123,0,0,0,0,0,2,0,0,0,0,0,0,0,0
12,COMM 125,2,6,11,2,1,12,0,1,1,1,15,3,0,9
0,COMM 130N,0,0,0,0,0,6,0,0,0,0,0,0,0,0
2,COMM 131,0,0,1,0,0,2,0,0,0,0,2,2,0,5
1,COMM 133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,COMM 134,,,,,,,,,,,,,,
,COMM 135,,,,,,,,,,,,,,
4,COMM 137W,0,2,1,0,0,6,0,0,0,0,1,1,0,0
6,COMM 140,0,0,1,0,0,8,0,0,0,0,1,0,0,1
,COMM 142W,,,,,,,,,,,,,,
,COMM 143W,,,,,,,,,,,,,,
17,COMM 147,0,1,2,0,0,7,0,0,0,1,6,0,0,5
,COMM 151,,,,,,,,,,,,,,
,COMM 160,,,,,,,,,,,,,,
,COMM 161,,,,,,,,,,,,,,
5,COMM 162,1,1,3,0,0,,0,0,0,1,0,0,0,0
,COMM 163,,,,,,,,,,,,,,
2,COMM 164,1,1,1,0,0,1,0,0,0,0,0,0,0,2
22,COMM 166,0,2,21,6,1,61,0,0,2,2,24,4,0,7
,COMM 167,,,,,,,,,,,,,,
6,COMM 168,0,21,1,0,0,110,0,1,0,5,3,0,0,0
1,COMM 169,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,COMM 171,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,COMM 172,0,2,17,6,0,47,0,1,4,3,39,4,0,5
1,COMM 176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,COMM 177A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,COMM 177C,0,0,0,0,0,3,0,0,0,0,2,0,0,0
0,COMM 177D,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,COMM 177G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,COMM 177I,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,COMM 177S,0,0,4,0,0,2,0,0,0,0,5,0,0,0
2,COMM 177Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,COMM 182,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,COMM 183,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,COMM 195,0,4,0,0,0,5,0,0,0,0,0,0,0,0
3,COMM 199,0,6,0,0,0,88,0,0,0,90,0,0,0,0
5,COMM 206,0,1,1,0,0,7,0,0,0,0,3,0,0,1
0,COMM 208,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,COMM 211,0,0,1,0,0,0,0,0,0,1,0,0,0,0
,COMM 212,,,,,,,,,,,,,,
,COMM 213,,,,,,,,,,,,,,
0,COMM 216,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2,COMM 217,0,1,0,0,0,4,0,0,0,0,0,0,0,0
,COMM 218S,,,,,,,,,,,,,,
,COMM 220,,,,,,,,,,,,,,
0,COMM 222,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,COMM 223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,COMM 225,1,1,1,0,0,3,0,0,0,0,0,2,0,2
,COMM 231,,,,,,,,,,,,,,
0,COMM 233,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,COMM 234,,,,,,,,,,,,,,
,COMM 235,,,,,,,,,,,,,,
,COMM 237,,,,,,,,,,,,,,
0,COMM 240,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,COMM 242,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,COMM 243,,,,,,,,,,,,,,
,COMM 247,,,,,,,,,,,,,,
,COMM 251,,,,,,,,,,,,,,
,COMM 260,,,,,,,,,,,,,,
1,COMM 262,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,COMM 264,0,1,1,0,0,0,0,0,0,0,1,0,0,0
4,COMM 266,0,0,0,0,0,5,0,0,0,0,2,1,0,1
9,COMM 268,0,33,0,0,0,60,2,0,0,3,3,0,0,0
0,COMM 269,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,COMM 271,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,COMM 272,0,1,1,0,0,2,0,0,0,1,3,0,0,0
,COMM 273,,,,,,,,,,,,,,
,COMM 273D,,,,,,,,,,,,,,
,COMM 274,,,,,,,,,,,,,,
,COMM 274D,,,,,,,,,,,,,,
0,COMM 275,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,COMM 276,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,COMM 277A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,COMM 277C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,COMM 277D,,,,,,,,,,,,,,
0,COMM 277G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,COMM 277I,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,COMM 277S,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,COMM 277Y,,,,,,,,,,,,,,
,COMM 278,,,,,,,,,,,,,,
,COMM 279,,,,,,,,,,,,,,
0,COMM 282,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,COMM 283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,COMM 289,,,,,,,,,,,,,,
,COMM 289C,,,,,,,,,,,,,,
,COMM 289P,,,,,,,,,,,,,,
0,COMM 290,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,COMM 291,0,0,0,0,0,1,0,0,0,3,0,0,0,0
0,COMM 299,0,0,0,0,0,4,0,0,0,0,0,0,0,0
0,COMM 301,0,0,0,0,0,2,0,0,0,0,0,0,0,0
,COMM 307,,,,,,,,,,,,,,
0,COMM 308,0,0,0,0,0,2,0,0,0,2,0,0,0,0
,COMM 310,,,,,,,,,,,,,,
0,COMM 311,0,0,0,0,0,4,0,0,0,0,0,0,0,0
,COMM 312,,,,,,,,,,,,,,
0,COMM 314,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,COMM 317,,,,,,,,,,,,,,
0,COMM 318,0,0,0,0,0,3,0,0,0,0,0,0,0,0
,COMM 320G,,,,,,,,,,,,,,
,COMM 325G,,,,,,,,,,,,,,
0,COMM 326,0,0,0,0,0,17,2,0,0,0,0,0,0,0
,COMM 331G,,,,,,,,,,,,,,
,COMM 335,,,,,,,,,,,,,,
,COMM 339,,,,,,,,,,,,,,
,COMM 360G,,,,,,,,,,,,,,
0,COMM 361,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,COMM 362,,,,,,,,,,,,,,
,COMM 368,,,,,,,,,,,,,,
0,COMM 372G,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,COMM 379,,,,,,,,,,,,,,
0,COMM 380,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,COMM 384,,,,,,,,,,,,,,
0,COMM 397,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,COMM 398,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,COMM 399,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,COMM 801,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,COMM 802,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,COMPLIT 10N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,COMPLIT 11Q,0,5,2,0,0,48,0,0,0,0,3,0,0,1
1,COMPLIT 11SC,0,0,0,0,0,8,0,0,0,0,0,0,0,0
0,COMPLIT 12SC,0,0,0,0,0,1,0,0,0,20,0,0,0,0
,COMPLIT 31SI,,,,,,,,,,,,,,
,COMPLIT 37Q,,,,,,,,,,,,,,
,COMPLIT 38Q,,,,,,,,,,,,,,
0,COMPLIT 40Q,0,0,0,0,0,6,0,0,0,0,0,0,0,0
,COMPLIT 41N,,,,,,,,,,,,,,
5,COMPLIT 41Q,0,2,4,0,0,5,0,0,0,0,4,1,0,1
,COMPLIT 51Q,,,,,,,,,,,,,,
,COMPLIT 57,,,,,,,,,,,,,,
0,COMPLIT 70N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,COMPLIT 101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,COMPLIT 110,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,COMPLIT 111,,,,,,,,,,,,,,
,COMPLIT 112,,,,,,,,,,,,,,
,COMPLIT 114,,,,,,,,,,,,,,
,COMPLIT 115,,,,,,,,,,,,,,
0,COMPLIT 121,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,COMPLIT 122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,COMPLIT 123,0,2,1,0,0,9,0,0,0,0,0,0,0,0
,COMPLIT 125,,,,,,,,,,,,,,
,COMPLIT 125A,,,,,,,,,,,,,,
,COMPLIT 129A,,,,,,,,,,,,,,
,COMPLIT 132A,,,,,,,,,,,,,,
,COMPLIT 133,,,,,,,,,,,,,,
,COMPLIT 135,,,,,,,,,,,,,,
,COMPLIT 141A,,,,,,,,,,,,,,
9,COMPLIT 142,0,0,3,0,0,6,0,0,0,0,3,0,0,1
,COMPLIT 142B,,,,,,,,,,,,,,
,COMPLIT 143A,,,,,,,,,,,,,,
2,COMPLIT 144A,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,COMPLIT 145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,COMPLIT 145B,,,,,,,,,,,,,,
0,COMPLIT 146,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,COMPLIT 146A,,,,,,,,,,,,,,
,COMPLIT 147A,,,,,,,,,,,,,,
,COMPLIT 148B,,,,,,,,,,,,,,
,COMPLIT 149A,,,,,,,,,,,,,,
,COMPLIT 151A,,,,,,,,,,,,,,
,COMPLIT 154A,,,,,,,,,,,,,,
,COMPLIT 154B,,,,,,,,,,,,,,
1,COMPLIT 157,0,0,0,0,0,2,0,0,0,0,0,0,0,0
,COMPLIT 160,,,,,,,,,,,,,,
,COMPLIT 161,,,,,,,,,,,,,,
,COMPLIT 162,,,,,,,,,,,,,,
0,COMPLIT 168,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,COMPLIT 171,,,,,,,,,,,,,,
6,COMPLIT 181,0,0,0,0,0,3,0,0,0,0,3,0,0,0
,COMPLIT 190,,,,,,,,,,,,,,
1,COMPLIT 194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,COMPLIT 197,,,,,,,,,,,,,,
0,COMPLIT 199,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,COMPLIT 203,,,,,,,,,,,,,,
,COMPLIT 211A,,,,,,,,,,,,,,
,COMPLIT 213A,,,,,,,,,,,,,,
0,COMPLIT 217,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,COMPLIT 218,,,,,,,,,,,,,,
,COMPLIT 219,,,,,,,,,,,,,,
,COMPLIT 221A,,,,,,,,,,,,,,
,COMPLIT 222A,,,,,,,,,,,,,,
0,COMPLIT 223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,COMPLIT 224,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,COMPLIT 224A,,,,,,,,,,,,,,
,COMPLIT 225E,,,,,,,,,,,,,,
,COMPLIT 226A,,,,,,,,,,,,,,
,COMPLIT 227A,,,,,,,,,,,,,,
,COMPLIT 228D,,,,,,,,,,,,,,
1,COMPLIT 229,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,COMPLIT 230A,,,,,,,,,,,,,,
,COMPLIT 233,,,,,,,,,,,,,,
,COMPLIT 236,,,,,,,,,,,,,,
,COMPLIT 237C,,,,,,,,,,,,,,
,COMPLIT 239B,,,,,,,,,,,,,,
,COMPLIT 240A,,,,,,,,,,,,,,
,COMPLIT 242A,,,,,,,,,,,,,,
,COMPLIT 243B,,,,,,,,,,,,,,
