autumn,spring,code,winter,summer
0,0,SPECLANG 165A,0,0
0,0,SPECLANG 165C,0,0
0,0,SPECLANG 167A,0,0
0,0,SPECLANG 167B,0,0
0,0,SPECLANG 167C,0,0
0,0,SPECLANG 168A,0,0
0,0,SPECLANG 168B,0,0
0,0,SPECLANG 168C,0,0
0,0,SPECLANG 169A,0,0
0,0,SPECLANG 169B,0,0
2,0,SPECLANG 170A,0,0
0,0,SPECLANG 170B,2,0
0,1,SPECLANG 170C,0,0
5,0,SPECLANG 171A,0,0
0,0,SPECLANG 171B,3,0
0,1,SPECLANG 171C,0,0
0,0,SPECLANG 172A,0,0
0,0,SPECLANG 172B,0,0
0,0,SPECLANG 172C,0,0
0,0,SPECLANG 173A,0,0
0,0,SPECLANG 173B,0,0
0,1,SPECLANG 173C,0,0
5,0,SPECLANG 174A,0,0
0,0,SPECLANG 174B,2,0
0,2,SPECLANG 174C,0,0
0,0,SPECLANG 174C,0,0
0,0,SPECLANG 175A,0,0
0,0,SPECLANG 175B,0,0
0,0,SPECLANG 175C,0,0
1,0,SPECLANG 176A,0,0
0,0,SPECLANG 176B,1,0
0,2,SPECLANG 176C,0,0
0,0,SPECLANG 177A,0,0
0,0,SPECLANG 177B,0,0
0,0,SPECLANG 177C,0,0
48,0,SPECLANG 178A,0,0
0,0,SPECLANG 178B,45,0
0,39,SPECLANG 178C,0,0
3,0,SPECLANG 179A,0,0
0,0,SPECLANG 179B,2,0
0,3,SPECLANG 179C,0,0
0,0,SPECLANG 182A,0,0
0,0,SPECLANG 182B,0,0
0,0,SPECLANG 182C,0,0
1,0,SPECLANG 183A,0,0
0,0,SPECLANG 183B,0,0
0,0,SPECLANG 184A,0,0
0,0,SPECLANG 184B,0,0
0,0,SPECLANG 184C,0,0
0,12,SPECLANG 186,0,0
2,0,SPECLANG 186A,0,0
0,0,SPECLANG 186B,2,0
12,0,SPECLANG 189A,0,0
0,0,SPECLANG 189B,10,0
0,8,SPECLANG 189C,0,0
1,0,SPECLANG 192A,0,0
0,0,SPECLANG 192B,1,0
0,1,SPECLANG 192C,0,0
0,0,SPECLANG 193A,0,0
0,0,SPECLANG 193B,0,0
0,0,SPECLANG 193C,0,0
8,0,SPECLANG 198Q,0,0
0,0,SPECLANG 202,3,0
0,0,SPECLANG 215A,0,0
0,0,SPECLANG 215B,0,0
0,0,SPECLANG 215C,0,0
3,0,SPECLANG 218A,0,0
0,0,SPECLANG 218B,2,0
0,0,SPECLANG 219A,0,0
0,0,SPECLANG 219B,0,0
7,0,SPECLANG 224A,0,0
0,0,SPECLANG 224B,4,0
0,3,SPECLANG 224C,0,0
0,0,SPECLANG 229A,0,0
0,0,SPECLANG 229B,0,0
0,0,SPECLANG 239A,0,0
0,0,SPECLANG 239B,0,0
0,0,SPECLANG 239C,0,0
0,0,SPECLANG 240A,0,0
4,0,SPECLANG 247A,0,0
0,0,SPECLANG 247B,5,0
0,6,SPECLANG 247C,0,0
0,0,SPECLANG 248,0,0
0,0,SPECLANG 248A,0,0
0,0,SPECLANG 248B,0,0
0,0,SPECLANG 248C,0,0
0,0,SPECLANG 250A,0,0
0,0,SPECLANG 250B,0,0
0,0,SPECLANG 250C,0,0
0,0,SPECLANG 251A,0,0
0,0,SPECLANG 251B,0,0
0,0,SPECLANG 251C,0,0
0,0,SPECLANG 254C,0,0
0,0,SPECLANG 255A,0,0
0,0,SPECLANG 255B,0,0
0,0,SPECLANG 255C,0,0
2,0,SPECLANG 260A,0,0
0,0,SPECLANG 260B,3,0
0,2,SPECLANG 260C,0,0
0,0,SPECLANG 264A,0,0
0,0,SPECLANG 265A,0,0
0,0,SPECLANG 265B,0,0
0,0,SPECLANG 265C,0,0
3,1,SPECLANG 297,3,0
18,12,SPECLANG 395,14,0
7,0,SIW 103,0,0
10,6,SIW 104,0,0
11,3,SIW 105,0,0
9,3,SIW 106,0,0
14,12,SIW 107,7,0
0,0,SIW 108,0,0
0,0,SIW 109,0,0
5,9,SIW 110,0,0
0,0,SIW 111,0,0
0,0,SIW 112,10,0
0,0,SIW 113,3,0
0,0,SIW 115,0,0
0,0,SIW 116,1,0
0,0,SIW 118,0,0
4,5,SIW 119,0,0
0,0,SIW 120,0,0
0,0,SIW 121,0,0
0,0,SIW 122,0,0
0,3,SIW 124,0,0
0,0,SIW 128,0,0
0,0,SIW 129,8,0
0,0,SIW 130,0,0
0,0,SIW 131,0,0
0,0,SIW 132,0,0
0,0,SIW 135,0,0
0,0,SIW 137,0,0
0,0,SIW 138,0,0
0,0,SIW 140,0,0
0,0,SIW 142,0,0
0,0,SIW 144,3,0
5,0,SIW 146,0,0
0,0,SIW 148,0,0
0,2,SIW 151,0,0
0,0,SIW 153,0,0
5,0,SIW 155,0,0
5,2,SIW 156,0,0
0,5,SIW 182,0,0
0,6,SIW 183,0,0
0,0,SIW 184,7,0
0,0,SIW 198Y,0,0
0,0,SIW 198Z,0,0
0,0,SIW 201A,0,0
0,0,SIW 201B,0,0
0,0,SIW 214,4,0
0,0,STATS 42Q,0,0
16,0,STATS 48N,0,0
13,0,STATS 50,0,0
164,219,STATS 60,309,27
0,6,STATS 90,0,0
65,0,STATS 110,0,6
85,136,STATS 116,0,15
86,0,STATS 141,0,0
0,0,STATS 155,0,0
5,4,STATS 160,3,4
0,0,STATS 167,0,0
0,0,STATS 191,80,0
18,16,STATS 195,0,0
0,2,STATS 198,0,2
0,1,STATS 199,2,0
0,0,STATS 200,128,17
0,0,STATS 201,0,0
182,0,STATS 202,0,40
0,29,STATS 203,0,8
0,0,STATS 205,0,0
10,0,STATS 206,0,0
0,35,STATS 207,0,0
0,19,STATS 208,0,0
0,0,STATS 209,11,0
0,0,STATS 211,7,0
0,0,STATS 212,0,0
0,0,STATS 213,0,0
0,0,STATS 216,164,12
0,0,STATS 216V,0,4
0,0,STATS 217,49,10
0,42,STATS 218,0,0
8,0,STATS 219,0,0
0,0,STATS 221,0,0
11,0,STATS 222,0,0
0,0,STATS 231,5,0
0,0,STATS 237,0,11
0,0,STATS 238,4,0
6,0,STATS 239,0,0
0,0,STATS 239A,0,0
0,0,STATS 239B,0,0
51,0,STATS 240,0,0
20,0,STATS 240P,0,0
0,0,STATS 241,0,0
0,0,STATS 241P,0,0
0,0,STATS 242,0,15
0,0,STATS 243,7,0
0,0,STATS 243P,6,0
0,0,STATS 244,18,0
0,0,STATS 250,0,0
0,0,STATS 253,0,0
8,0,STATS 260A,0,0
0,0,STATS 260B,5,0
0,6,STATS 260C,0,0
0,0,STATS 261,8,0
0,15,STATS 262,0,0
6,0,STATS 263,0,0
0,0,STATS 267,0,0
0,3,STATS 270,0,0
0,0,STATS 290,36,0
0,0,STATS 297,0,0
3,2,STATS 298,0,17
4,2,STATS 299,2,1
0,0,STATS 300,0,3
41,0,STATS 300A,0,0
0,0,STATS 300B,21,0
0,20,STATS 300C,0,0
0,0,STATS 302,0,0
10,12,STATS 303,11,0
88,0,STATS 305,0,0
0,0,STATS 306A,25,0
0,60,STATS 306B,0,0
32,0,STATS 310A,0,0
0,0,STATS 310B,22,0
0,14,STATS 310C,0,0
10,0,STATS 311,0,0
0,0,STATS 312,3,0
0,0,STATS 313,8,0
0,0,STATS 314,0,0
0,0,STATS 315A,118,0
0,269,STATS 315B,0,0
11,0,STATS 316,0,0
0,9,STATS 317,0,0
0,0,STATS 318,0,0
12,23,STATS 319,0,0
0,0,STATS 320,0,0
0,0,STATS 321,0,0
0,0,STATS 322,0,0
0,0,STATS 324,0,0
0,0,STATS 325,0,0
0,0,STATS 329,0,0
6,0,STATS 330,0,0
0,0,STATS 331,6,0
0,7,STATS 333,0,0
0,0,STATS 338,0,0
0,0,STATS 341,0,0
0,0,STATS 344,0,0
0,15,STATS 345,0,0
0,0,STATS 350,0,0
0,0,STATS 351,0,0
0,0,STATS 351A,0,0
0,0,STATS 355,0,0
0,0,STATS 360,11,0
0,28,STATS 362,0,0
18,0,STATS 363,0,0
0,0,STATS 366,0,4
0,0,STATS 367,12,0
0,15,STATS 370,0,0
0,0,STATS 374,0,0
0,0,STATS 375,0,0
0,0,STATS 376A,3,0
1,0,STATS 376B,0,0
13,33,STATS 390,13,5
0,0,STATS 396,0,0
0,0,STATS 397,0,0
1,0,STATS 398,0,3
45,40,STATS 399,41,0
3,0,STATS 801,0,0
8,9,STATS 802,9,0
115,0,SYMSYS 100,0,0
5,0,SYMSYS 122,0,0
0,0,SYMSYS 130,0,0
0,0,SYMSYS 150,0,0
0,0,SYMSYS 161,52,0
0,0,SYMSYS 170,0,0
1,0,SYMSYS 190,1,0
0,0,SYMSYS 191,0,0
1,0,SYMSYS 196,1,0
0,0,SYMSYS 200,0,0
0,0,SYMSYS 201,0,0
0,11,SYMSYS 203,0,0
0,0,SYMSYS 204,0,0
0,0,SYMSYS 206,6,0
0,0,SYMSYS 209,0,0
0,0,SYMSYS 210,0,0
0,0,SYMSYS 211,0,0
0,0,SYMSYS 245,36,0
0,0,SYMSYS 255,0,0
0,0,SYMSYS 255A,0,0
0,0,SYMSYS 261,4,0
0,0,SYMSYS 270,0,0
14,4,SYMSYS 280,11,0
3,3,SYMSYS 290,2,0
6,7,SYMSYS 291,5,0
1,1,SYMSYS 296,0,0
1,0,SYMSYS 298,0,0
0,0,SYMSYS 299,0,3
0,12,TAPS 1,8,0
0,0,TAPS 10AX,0,0
0,0,TAPS 10N,0,0
0,0,TAPS 11AX,0,0
17,0,TAPS 11N,0,0
0,0,TAPS 11SC,0,0
0,0,TAPS 12AX,0,0
6,0,TAPS 12N,0,0
0,0,TAPS 12SC,0,0
0,0,TAPS 13AX,0,0
11,0,TAPS 13N,0,0
0,0,TAPS 13SC,0,0
0,0,TAPS 14AX,0,0
0,0,TAPS 14N,2,0
0,0,TAPS 15N,6,0
0,0,TAPS 15SC,0,0
28,16,TAPS 20,12,0
0,0,TAPS 20A,0,9
18,17,TAPS 21,0,0
0,0,TAPS 22,0,0
11,6,TAPS 23,0,0
0,0,TAPS 25,0,7
0,10,TAPS 28,0,0
2,16,TAPS 29,4,0
14,0,TAPS 30,0,0
0,0,TAPS 31,11,0
0,0,TAPS 32,0,0
0,0,TAPS 32F,0,0
6,12,TAPS 34,0,0
5,9,TAPS 39,11,1
0,3,TAPS 39D,1,0
0,0,TAPS 41N,0,0
10,0,TAPS 70,0,0
0,0,TAPS 101P,9,0
30,30,TAPS 103,55,0
0,26,TAPS 104,0,0
0,10,TAPS 105V,0,0
3,0,TAPS 108,0,0
0,0,TAPS 112,0,0
0,0,TAPS 113,0,0
0,0,TAPS 114,0,0
0,13,TAPS 115,0,0
15,0,TAPS 120A,0,0
0,0,TAPS 120B,7,0
0,0,TAPS 120D,0,0
0,0,TAPS 120V,0,0
0,0,TAPS 121C,9,0
0,0,TAPS 121P,0,0
0,0,TAPS 121S,0,0
0,0,TAPS 122P,31,0
0,0,TAPS 123,0,0
8,7,TAPS 124D,15,0
6,0,TAPS 125,0,0
0,0,TAPS 126,0,0
5,0,TAPS 127,0,0
0,11,TAPS 127S,10,0
0,15,TAPS 127X,0,0
0,0,TAPS 128,0,0
0,0,TAPS 129,0,0
0,0,TAPS 130,0,0
0,3,TAPS 131,0,0
2,0,TAPS 132,0,0
0,5,TAPS 133,0,0
4,3,TAPS 134,5,0
0,0,TAPS 136,0,0
0,0,TAPS 137,0,0
0,0,TAPS 138,7,0
13,17,TAPS 140,14,0
0,0,TAPS 144,4,0
0,0,TAPS 150,6,0
0,0,TAPS 151A,0,0
4,0,TAPS 151C,0,0
0,4,TAPS 151D,0,0
0,0,TAPS 151H,0,0
0,4,TAPS 151T,0,0
0,0,TAPS 152D,1,0
0,0,TAPS 152H,0,0
0,0,TAPS 153D,1,0
0,0,TAPS 153S,0,0
0,0,TAPS 154S,0,0
0,0,TAPS 155M,0,0
0,0,TAPS 155T,0,0
0,0,TAPS 156,0,0
2,0,TAPS 156T,0,0
1,0,TAPS 157,0,0
0,0,TAPS 158H,0,0
5,0,TAPS 158L,0,0
0,0,TAPS 159,0,0
0,2,TAPS 159G,0,0
0,0,TAPS 159M,0,0
0,0,TAPS 160,0,0
0,0,TAPS 160N,0,0
0,0,TAPS 161H,0,0
0,0,TAPS 162,0,0
0,0,TAPS 162H,0,0
0,0,TAPS 162I,0,0
0,0,TAPS 163D,2,0
0,0,TAPS 164T,0,0
0,0,TAPS 165,1,0
0,0,TAPS 165C,0,0
0,0,TAPS 166H,0,0
0,0,TAPS 167,0,0
0,3,TAPS 167H,0,0
0,0,TAPS 168,0,0
0,0,TAPS 169,0,0
0,0,TAPS 170,0,0
4,0,TAPS 170B,0,0
0,0,TAPS 171,2,0
0,0,TAPS 172,0,0
0,0,TAPS 173,0,0
0,0,TAPS 174A,0,0
0,0,TAPS 176,0,0
14,0,TAPS 176A,0,0
0,0,TAPS 176S,0,0
2,0,TAPS 177,0,0
0,0,TAPS 178,0,0
0,0,TAPS 178B,0,0
0,0,TAPS 179,0,0
0,0,TAPS 179C,0,0
0,0,TAPS 179F,0,0
0,0,TAPS 180P,0,0
18,0,TAPS 180Q,0,0
0,6,TAPS 181Q,0,0
0,0,TAPS 184Q,0,0
2,5,TAPS 190,12,0
2,3,TAPS 191,0,0
0,0,TAPS 193,0,0
0,16,TAPS 197,0,0
2,4,TAPS 200,4,0
0,0,TAPS 201A,0,0
0,0,TAPS 201B,0,0
0,0,TAPS 201C,0,0
0,0,TAPS 201D,0,0
0,0,TAPS 202,0,0
0,0,TAPS 203,10,0
0,0,TAPS 210V,0,0
0,0,TAPS 213,0,0
12,4,TAPS 223,0,0
3,2,TAPS 231,2,0
0,0,TAPS 232,2,0
0,0,TAPS 233,0,0
0,0,TAPS 234,1,0
0,0,TAPS 236,0,0
0,0,TAPS 248,0,0
0,0,TAPS 251A,0,0
0,0,TAPS 253D,1,0
0,4,TAPS 254,0,0
0,0,TAPS 259,0,0
0,0,TAPS 259M,0,0
0,0,TAPS 260,0,0
0,0,TAPS 262,0,0
0,0,TAPS 262S,0,0
0,0,TAPS 265C,0,0
0,2,TAPS 267,0,0
0,0,TAPS 272,0,0
6,0,TAPS 273,0,0
2,0,TAPS 277,0,0
0,0,TAPS 278,0,0
0,0,TAPS 278,0,0
0,0,TAPS 279C,0,0
0,0,TAPS 279F,0,0
0,1,TAPS 279G,0,0
0,0,TAPS 284,0,0
0,0,TAPS 289,2,0
0,0,TAPS 289A,0,0
0,0,TAPS 289B,0,0
1,0,TAPS 290,0,0
0,0,TAPS 300A,0,0
0,0,TAPS 300B,0,0
0,0,TAPS 304,0,0
5,0,TAPS 311,0,0
0,4,TAPS 312,0,0
0,0,TAPS 313,8,0
0,4,TAPS 314,0,0
0,0,TAPS 321,0,0
4,0,TAPS 334,0,0
0,0,TAPS 336,3,0
0,0,TAPS 341E,1,0
0,0,TAPS 344,0,0
1,0,TAPS 345,0,0
0,2,TAPS 351,0,0
0,0,TAPS 351H,0,0
0,0,TAPS 353,0,0
0,0,TAPS 354,0,0
0,0,TAPS 356,0,0
3,0,TAPS 357,0,0
0,0,TAPS 358H,0,0
0,0,TAPS 358L,0,0
0,0,TAPS 359,9,0
0,0,TAPS 360,4,0
0,0,TAPS 364T,0,0
0,0,TAPS 368S,0,0
0,0,TAPS 370,0,0
0,0,TAPS 371,5,0
3,0,TAPS 372,0,0
4,0,TAPS 373,0,0
0,0,TAPS 373W,0,0
0,0,TAPS 374,0,0
0,0,TAPS 374A,0,0
0,0,TAPS 375,0,0
0,0,TAPS 376,4,0
0,0,TAPS 377,0,0
0,0,TAPS 379,0,0
0,0,TAPS 381,0,0
0,4,TAPS 382,0,0
0,0,TAPS 383,0,0
0,0,TAPS 384,1,0
0,2,TAPS 390,4,0
0,0,TAPS 399,0,0
0,0,TAPS 801,0,0
11,12,TAPS 802,13,0
4,0,TIBETLNG 1,0,0
0,0,TIBETLNG 2,3,0
0,2,TIBETLNG 3,0,0
0,0,TIBETLNG 13,0,0
0,0,TIBETLNG 21,0,0
0,1,TIBETLNG 23,0,0
0,0,TIBETLNG 199,1,0
3,1,TIBETLNG 395,3,0
0,0,URBANST 25Q,8,0
0,0,URBANST 100A,0,0
0,9,URBANST 101,0,0
0,0,URBANST 102,0,0
0,12,URBANST 103,0,0
0,0,URBANST 106,0,0
0,0,URBANST 107,16,0
57,42,URBANST 110,0,0
0,0,URBANST 111,11,0
7,0,URBANST 112,0,0
0,0,URBANST 113,14,0
2,0,URBANST 114,0,0
0,0,URBANST 119,2,0
0,0,URBANST 121,0,0
0,0,URBANST 122,0,0
3,0,URBANST 123,0,0
0,3,URBANST 123B,0,0
0,0,URBANST 124,0,0
0,0,URBANST 126,0,0
0,0,URBANST 127,0,0
0,0,URBANST 127,0,0
0,0,URBANST 128,0,0
88,98,URBANST 131,0,0
0,0,URBANST 132,17,0
2,0,URBANST 133,11,0
0,6,URBANST 137,0,0
0,11,URBANST 138SI,0,0
0,1,URBANST 139,0,0
0,0,URBANST 140,0,0
0,0,URBANST 142,2,0
0,0,URBANST 144,0,0
4,0,URBANST 145,0,0
0,3,URBANST 150,0,0
0,0,URBANST 160,0,0
0,0,URBANST 161,0,0
0,0,URBANST 162,0,0
0,6,URBANST 163,0,0
0,0,URBANST 164,9,0
0,0,URBANST 165,0,0
0,0,URBANST 166,0,0
0,0,URBANST 167,0,0
9,0,URBANST 168,0,0
0,0,URBANST 171,0,0
0,0,URBANST 173,0,0
3,0,URBANST 181,0,0
0,0,URBANST 190,0,0
0,0,URBANST 194,0,0
0,0,URBANST 195,0,0
11,13,URBANST 197,1,0
8,8,URBANST 198,8,0
0,2,URBANST 199,1,0
0,0,URBANST 201,0,0
1,0,URBANST 201A,0,0
0,0,URBANST 201B,0,0
0,0,URBANST 202,6,0
12,0,URBANST 203,0,0
0,0,EDUC 11SC,0,0
0,0,EDUC 12SC,0,0
0,0,EDUC 13SC,0,0
0,0,EDUC 14SC,0,0
0,0,EDUC 32X,0,0
30,0,EDUC 98X,0,0
45,0,EDUC 100A,0,0
0,0,EDUC 100B,37,0
0,23,EDUC 100C,0,0
58,0,EDUC 101,0,0
0,10,EDUC 102,0,0
23,0,EDUC 103A,13,0
0,23,EDUC 103B,0,0
0,0,EDUC 105X,0,0
0,0,EDUC 106,0,0
0,0,EDUC 109X,0,0
0,0,EDUC 110,0,0
0,30,EDUC 111,0,0
0,0,EDUC 112X,32,0
0,0,EDUC 113X,0,0
0,0,EDUC 114N,1,0
0,0,EDUC 115N,20,0
0,2,EDUC 116N,0,0
0,0,EDUC 116X,0,0
0,0,EDUC 117,3,0
8,32,EDUC 118S,25,0
24,0,EDUC 120C,0,0
0,0,EDUC 121X,0,0
0,0,EDUC 123X,0,0
0,0,EDUC 126A,12,0
8,11,EDUC 126B,0,0
0,0,EDUC 127X,0,0
0,0,EDUC 128X,0,0
0,0,EDUC 130,8,0
4,0,EDUC 131,0,0
0,0,EDUC 132N,0,0
0,0,EDUC 133N,0,0
0,3,EDUC 134,0,0
0,6,EDUC 135X,0,0
0,0,EDUC 136,7,0
0,0,EDUC 136B,1,0
0,2,EDUC 139X,6,0
1,6,EDUC 140,8,0
0,0,EDUC 145,0,0
0,0,EDUC 146X,0,0
0,0,EDUC 148X,0,0
7,0,EDUC 149,0,0
0,0,EDUC 155X,232,0
0,0,EDUC 157X,0,0
0,0,EDUC 165,2,0
0,8,EDUC 170X,0,0
0,10,EDUC 171,8,0
0,0,EDUC 173,0,0
0,0,EDUC 176X,0,0
10,0,EDUC 177A,0,0
0,0,EDUC 177B,6,0
0,3,EDUC 177C,0,0
0,5,EDUC 178X,0,0
14,42,EDUC 180,41,1
0,0,EDUC 180S,26,0
0,0,EDUC 181,0,0
0,5,EDUC 183X,0,0
0,0,EDUC 185,2,0
0,0,EDUC 187X,0,0
0,0,EDUC 189X,0,0
21,13,EDUC 190,36,0
0,0,EDUC 191X,2,0
0,348,EDUC 192A,0,0
0,122,EDUC 192B,0,0
74,80,EDUC 193A,68,0
0,1,EDUC 193B,0,0
0,0,EDUC 193C,0,0
0,0,EDUC 193F,2,0
0,0,EDUC 193G,1,0
0,0,EDUC 193N,0,0
18,24,EDUC 193P,20,0
16,10,EDUC 193S,14,0
0,0,EDUC 196X,0,0
0,37,EDUC 197,0,0
6,0,EDUC 199A,0,0
0,0,EDUC 199B,6,0
0,6,EDUC 199C,0,0
42,0,EDUC 200A,0,0
21,0,EDUC 200B,26,0
50,0,EDUC 200C,0,0
0,0,EDUC 201,0,0
29,0,EDUC 202,0,0
0,0,EDUC 202I,15,0
0,0,EDUC 203,0,0
1,0,EDUC 203A,3,0
16,0,EDUC 204,0,0
0,0,EDUC 205X,0,0
45,0,EDUC 206A,0,0
0,0,EDUC 206B,39,0
0,39,EDUC 206C,0,0
0,0,EDUC 206D,0,4
0,0,EDUC 208B,22,0
33,0,EDUC 209A,0,0
0,0,EDUC 209B,33,0
0,33,EDUC 209C,0,0
8,8,EDUC 210X,9,0
0,0,EDUC 211X,0,0
0,0,EDUC 212X,3,0
18,0,EDUC 213,0,0
0,1,EDUC 214,0,0
11,10,EDUC 215X,13,3
0,8,EDUC 216,0,0
0,0,EDUC 217X,0,0
0,7,EDUC 218,0,0
41,0,EDUC 219E,0,0
0,0,EDUC 220A,0,0
0,0,EDUC 220B,0,0
3,0,EDUC 220C,0,0
59,0,EDUC 220D,0,0
0,0,EDUC 220Y,0,0
0,0,EDUC 221A,0,0
0,0,EDUC 222,0,0
0,0,EDUC 223,0,0
0,0,EDUC 224,0,0
0,0,EDUC 224A,0,0
0,0,EDUC 224B,0,0
0,0,EDUC 225X,0,0
0,0,EDUC 226X,6,0
20,0,EDUC 227X,0,0
0,0,EDUC 228E,0,0
36,0,EDUC 228F,0,0
0,42,EDUC 228G,0,0
0,42,EDUC 228H,0,0
18,0,EDUC 229A,0,0
0,0,EDUC 229B,21,0
0,21,EDUC 229C,0,0
0,0,EDUC 229D,0,4
0,0,EDUC 230X,0,0
2,0,EDUC 231X,0,0
0,0,EDUC 232,0,0
0,0,EDUC 233A,0,0
0,0,EDUC 233B,0,0
0,5,EDUC 234,0,0
0,0,EDUC 235X,0,0
0,0,EDUC 236B,0,0
0,0,EDUC 236X,9,0
6,0,EDUC 238X,0,0
0,9,EDUC 239X,4,0
106,0,EDUC 240,0,0
0,0,EDUC 241S,0,0
0,0,EDUC 241X,0,0
0,0,EDUC 242,0,0
0,0,EDUC 243,0,0
78,0,EDUC 244,0,0
0,0,EDUC 244E,0,0
23,0,EDUC 244F,0,0
0,0,EDUC 245,11,0
0,0,EDUC 246A,0,0
75,0,EDUC 246B,0,0
0,0,EDUC 246C,62,0
0,63,EDUC 246D,0,0
0,0,EDUC 246E,0,0
44,0,EDUC 246F,0,0
0,0,EDUC 246G,23,0
0,23,EDUC 246H,0,0
0,9,EDUC 247,0,0
0,0,EDUC 248X,0,0
9,0,EDUC 249,0,0
0,0,EDUC 250B,61,0
0,14,EDUC 250C,0,0
0,0,EDUC 253X,0,0
0,0,EDUC 254S,0,0
0,0,EDUC 254X,0,0
11,0,EDUC 255A,0,0
0,0,EDUC 255B,18,0
0,16,EDUC 255C,0,0
0,25,EDUC 256,0,0
0,0,EDUC 257A,0,0
0,0,EDUC 257B,0,0
0,0,EDUC 258,7,0
0,0,EDUC 259X,10,0
0,0,EDUC 260X,1,0
0,0,EDUC 261,9,0
0,0,EDUC 262A,0,0
22,0,EDUC 262B,0,0
0,0,EDUC 262C,23,0
0,0,EDUC 263A,0,0
11,0,EDUC 263B,0,0
0,0,EDUC 263C,11,0
0,0,EDUC 263E,0,0
40,0,EDUC 263F,0,0
0,0,EDUC 263G,44,0
0,0,EDUC 264A,0,0
13,0,EDUC 264B,0,0
0,0,EDUC 264C,8,0
7,0,EDUC 264E,0,0
0,0,EDUC 265,11,0
0,13,EDUC 266X,0,0
0,0,EDUC 267A,0,0
22,0,EDUC 267B,0,0
0,0,EDUC 267C,25,0
44,0,EDUC 267E,0,0
0,0,EDUC 267F,44,0
0,23,EDUC 267G,0,0
0,0,EDUC 268A,0,0
20,0,EDUC 268B,0,0
0,0,EDUC 268C,16,0
0,0,EDUC 268E,0,0
0,21,EDUC 269X,23,0
0,6,EDUC 270,0,0
0,0,EDUC 271X,0,0
0,0,EDUC 272X,0,0
0,0,EDUC 273,0,0
0,0,EDUC 274X,0,0
0,12,EDUC 275X,0,0
0,0,EDUC 276,0,0
0,0,EDUC 277,0,0
0,12,EDUC 278,0,0
0,0,EDUC 279X,1,0
7,0,EDUC 280X,0,0
42,0,EDUC 281X,0,0
0,0,EDUC 282X,0,0
23,0,EDUC 283,0,0
0,0,EDUC 283X,0,0
93,0,EDUC 284,0,0
0,150,EDUC 285,0,0
0,0,EDUC 286B,0,0
0,0,EDUC 287X,0,0
0,0,EDUC 288,7,0
0,0,EDUC 289,0,0
14,0,EDUC 290,0,0
14,17,EDUC 291,19,0
0,0,EDUC 291X,10,0
0,0,EDUC 292,21,0
0,0,EDUC 293X,0,0
0,0,EDUC 294X,0,0
0,0,EDUC 295,0,0
0,0,EDUC 296X,0,0
0,0,EDUC 297,14,0
0,0,EDUC 298,0,0
0,0,EDUC 299,0,0
0,12,EDUC 302,0,0
0,0,EDUC 302X,0,0
0,10,EDUC 303X,0,0
0,13,EDUC 304,0,0
34,0,EDUC 306A,0,0
0,22,EDUC 306B,0,0
0,0,EDUC 306D,38,0
11,0,EDUC 306Y,0,0
0,0,EDUC 307X,0,0
0,0,EDUC 308X,0,0
0,0,EDUC 309X,0,0
0,0,EDUC 310,0,0
0,0,EDUC 311X,0,0
0,0,EDUC 312B,0,0
0,0,EDUC 313X,0,0
0,0,EDUC 315X,0,0
0,0,EDUC 317X,0,0
0,4,EDUC 318X,0,0
0,0,EDUC 321,0,0
0,0,EDUC 321X,0,0
0,3,EDUC 322,0,0
0,24,EDUC 323A,0,0
0,8,EDUC 324X,0,0
26,0,EDUC 325A,0,0
0,0,EDUC 325B,28,0
0,48,EDUC 325C,0,0
0,0,EDUC 326,0,0
0,0,EDUC 327A,0,0
0,0,EDUC 327C,0,0
0,0,EDUC 328,30,0
0,12,EDUC 328A,0,0
0,0,EDUC 329X,0,0
8,0,EDUC 330X,0,0
0,20,EDUC 332,0,0
0,0,EDUC 333A,7,0
0,0,EDUC 333B,0,0
0,0,EDUC 334A,0,0
0,0,EDUC 334B,0,0
0,0,EDUC 334C,0,0
0,0,EDUC 334X,0,0
0,8,EDUC 335X,0,0
10,0,EDUC 336,0,0
0,0,EDUC 336A,0,0
0,5,EDUC 337,0,0
0,0,EDUC 338X,0,0
19,13,EDUC 339,16,0
0,4,EDUC 340,0,0
0,0,EDUC 341X,0,0
0,0,EDUC 342,24,0
22,0,EDUC 343X,0,0
0,0,EDUC 345X,0,0
7,0,EDUC 346,0,0
0,0,EDUC 347,16,0
0,0,EDUC 348X,0,0
13,8,EDUC 350X,8,0
4,0,EDUC 351A,0,0
0,0,EDUC 351B,0,0
0,0,EDUC 351C,0,0
0,0,EDUC 353C,0,0
0,0,EDUC 354,30,0
0,6,EDUC 355X,0,0
0,0,EDUC 356,0,0
0,0,EDUC 357,0,0
9,0,EDUC 358X,0,0
0,0,EDUC 359B,0,0
0,0,EDUC 359C,7,0
0,0,EDUC 359F,7,0
0,0,EDUC 360X,0,0
2,1,EDUC 361,3,0
0,0,EDUC 362X,0,0
0,0,EDUC 364,0,0
0,0,EDUC 365,10,0
0,16,EDUC 366X,0,0
7,0,EDUC 367,0,0
0,0,EDUC 368,7,0
1,0,EDUC 370X,1,0
0,0,EDUC 371X,11,0
0,0,EDUC 373X,0,0
7,6,EDUC 374,7,0
2,0,EDUC 375A,0,0
0,0,EDUC 375B,0,0
0,0,EDUC 376,0,0
0,0,EDUC 377,0,0
0,0,EDUC 377B,8,0
16,0,EDUC 377C,0,0
